Manga Title,Anime Title,Season,Genre-1,Genre-2,Genre-3,Demographic,Studio,Manga Sales Pre-Anime,Platform_ABEMA_JP,Rating_ABEMA_JP,Platform_TV_JP,Rating_TV_JP,Platform_Crunchyroll_US,Rating_Crunchyroll_US,Platform_Netflix_US,Rating_Netflix_US,Platform_Netflix_PH,Rating_Netflix_PH,Platform_Bilibili_PH,Rating_Bilibili_PH
,Orenchi no Furo Jijo,FALL,Comedy,Fantasy,Slice of Life,Shoujo,Asahi Production,,,,,,,,,,,,,
,ORIENT,WINTER,Action,Adventure,Comedy,Shounen,A.C.G.T.,,,,,,,,,,,,,
,Love is Like a Cocktail,FALL,Comedy,Romance,Slice of Life,Seinen,Creators in Pack,,,,,,,,,,,,,
,Osamake: Romcom Where The Childhood Friend Won't Lose,SPRING,Comedy,Romance,School,Seinen,Doga Kobo,,,,,,,,,,,,,
,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",WINTER,Comedy,Music,Slice of Life,Seinen,8-bit,,,,,,,,,,,,,
,Please tell me! Galko-chan,WINTER,Comedy,Slice of Life,School,Seinen,feel.,,,,,,,,,,,,,
,Osomatsu-kun,WINTER,Comedy,Parody,,Shounen,Studio Zero,,,,,,,,,,,,,
,Otogi Zoshi: The Legend of Magatama,SUMMER,Adventure,Drama,Fantasy,Seinen,Production I.G,,,,,,,,,,,,,
,Otoko Ippiki Gaki Daishou,FALL,Action,Drama,,Shounen,Nippon TV,,,,,,,,,,,,,
,My Next Life as a Villainess: All Routes Lead to Doom! X - I Met My Destined One...,FALL,Comedy,Fantasy,Romance,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Trapped in a Dating Sim: The World of Otome Games Is Tough for Mobs,SPRING,Action,Fantasy,Mecha,Seinen,ENGI,,,,,,,,,,,,,
,Otoboku: Maidens are Falling for Me,FALL,Comedy,Drama,Romance,Seinen,feel.,,,,,,,,,,,,,
,Zakuro,FALL,Romance,Supernatural,Historical,Seinen,J.C.STAFF,,,,,,,,,,,,,
,A Galaxy Next Door,SPRING,Comedy,Romance,,Seinen,Asahi Production,,,,,,,,,,,,,
,The Angel Next Door Spoils Me Rotten,WINTER,Romance,Slice of Life,School,Seinen,project No.9,,,,,,,,,,,,,
,Jing: King of Bandits,SPRING,Adventure,Comedy,Fantasy,Shounen,Studio DEEN,,,,,,,,,,,,,
,Ouran High School Host Club,SPRING,Comedy,Drama,Romance,Shoujo,bones,,,,,,,,,,,,,
,Ranking of Kings,FALL,Action,Adventure,Drama,Seinen,WIT STUDIO,,,,,,,,,,,,,
,The Royal Tutor,SPRING,Comedy,Slice of Life,,Shounen,Bridge,,,,,,,,,,,,,
,Over Drive,SPRING,Sports,Drama,,Shounen,Xebec,,,,,,,,,,,,,
,Overlord,SUMMER,Action,Adventure,Fantasy,Seinen,MADHOUSE,,,,,,,,,,,,,
,Overman King Gainer,FALL,Action,Adventure,Mecha,Seinen,Sunrise,,,,,,,,,,,,,
,Seraph of the End: Vampire Reign,SPRING,Action,Drama,Fantasy,Shounen,WIT STUDIO,,,,,,,,,,,,,
,OZMAFIA!!,SUMMER,Comedy,Fantasy,,Seinen,Creators in Pack,,,,,,,,,,,,,
,Pan de Peace!,SPRING,Comedy,Slice of Life,School,Seinen,Asahi Production,,,,,,,,,,,,,
,PandoraHearts,SPRING,Adventure,Fantasy,Supernatural,Shounen,Xebec,,,,,,,,,,,,,
,"Listen to Me, Girls. I Am Your Father!",WINTER,Comedy,Drama,Romance,Seinen,feel.,,,,,,,,,,,,,
,Paradise Kiss,FALL,Comedy,Drama,Romance,Josei,MADHOUSE,,,,,,,,,,,,,
,Ya Boy Kongming!,SPRING,Comedy,Drama,Music,Seinen,P.A.WORKS,,,,,,,,,,,,,
,Patalliro!,SPRING,Adventure,Comedy,Romance,Shoujo,Toei Animation,,,,,,,,,,,,,
,Peacemaker,FALL,Action,Comedy,Samurai,Shounen,GONZO,,,,,,,,,,,,,
,Peach Boy Riverside,SUMMER,Adventure,Fantasy,,Shounen,Asahi Production,,,,,,,,,,,,,
,Peach Girl: Super Pop Love Hurricane,WINTER,Drama,Romance,Slice of Life,Shoujo,Studio Comet,,,,,,,,,,,,,
,pet,WINTER,Drama,Psychological,Supernatural,Seinen,Geno Studio,,,,,,,,,,,,,
,Petshop of Horrors,WINTER,Horror,Mystery,Psychological,Josei,MADHOUSE,,,,,,,,,,,,,
,Phantom: Requiem for the Phantom,SPRING,Action,Drama,Thriller,Seinen,Bee Train,,,,,,,,,,,,,
,Phi Brain: Puzzle of God,FALL,Action,Mystery,,Shounen,Sunrise,,,,,,,,,,,,,
,Planet With,SUMMER,Action,Mecha,Sci-Fi,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Planetes,FALL,Drama,Romance,Sci-Fi,Seinen,Sunrise,,,,,,,,,,,,,
,Platinum End,FALL,Drama,Mystery,Psychological,Shounen,Signal.MD,,,,,,,,,,,,,
,Plunderer,WINTER,Action,Adventure,Comedy,Shounen,GEEKTOYS,,,,,,,,,,,,,
,Pop Team Epic,WINTER,Comedy,Parody,,Seinen,Kamikaze Douga,,,,,,,,,,,,,
,Potemayo,SUMMER,Comedy,Slice of Life,,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Poyopoyo,WINTER,Comedy,Slice of Life,,Seinen,Studio DEEN,,,,,,,,,,,,,
,Princess Princess,SPRING,Comedy,School,,Shoujo,Studio DEEN,,,,,,,,,,,,,
,Princess Tutu,SUMMER,Drama,Fantasy,Magical Girl,Shounen,Hal Film Maker,,,,,,,,,,,,,
,PSYCHO-PASS,FALL,Action,Psychological,Sci-Fi,Seinen,Production I.G,,,,,,,,,,,,,
,Pugyuru,SPRING,Comedy,Fantasy,,Seinen,Creators Dot Com,,,,,,,,,,,,,
,Pumpkin Scissors,FALL,Action,Comedy,Drama,Shounen,GONZO,,,,,,,,,,,,,
,Pupa,WINTER,Drama,Fantasy,Horror,Shounen,Studio DEEN,,,,,,,,,,,,,
,Pupipo!,WINTER,Slice of Life,Supernatural,,Seinen,AIC Plus+,,,,,,,,,,,,,
,Pygmalio,FALL,Adventure,Fantasy,,Shoujo,Nippon Animation,,,,,,,,,,,,,
,RahXephon,WINTER,Drama,Mecha,Music,Seinen,bones,,,,,,,,,,,,,
,Rainbow,SPRING,Drama,Psychological,Thriller,Seinen,MADHOUSE,,,,,,,,,,,,,
,Ms. Koizumi Loves Ramen Noodles,WINTER,Comedy,Slice of Life,,Seinen,Studio Gokumi,,,,,,,,,,,,,
,Red Data Girl,SPRING,Drama,Romance,Supernatural,Seinen,P.A.WORKS,,,,,,,,,,,,,
,Re-Kan!,SPRING,Comedy,Supernatural,School,Seinen,Studio Signpost,,,,,,,,,,,,,
,Re:CREATORS,SPRING,Action,Drama,Fantasy,Seinen,TROYCA,,,,,,,,,,,,,
,Re:ZERO -Starting Life in Another World-,SPRING,Action,Adventure,Drama,Seinen,WHITE FOX,,,,,,,,,,,,,
,Rebirth,WINTER,Comedy,Slice of Life,,Seinen,LIDENFILMS,,,,,,,,,,,,,
,Red Garden,FALL,Drama,Mystery,Psychological,Seinen,GONZO,,,,,,,,,,,,,
,Flame of Recca,SUMMER,Action,Adventure,,Shounen,Studio Pierrot,,,,,,,,,,,,,
,ReLIFE,SUMMER,Comedy,Drama,Romance,Seinen,TMS Entertainment,,,,,,,,,,,,,
,Rental Magica,FALL,Action,Fantasy,Mystery,Seinen,ZEXCS,,,,,,,,,,,,,
,Princess Knight,SPRING,Action,Fantasy,Mystery,Shoujo,Mushi Productions,,,,,,,,,,,,,
,RideBack,WINTER,Action,Drama,Mecha,Seinen,MADHOUSE,,,,,,,,,,,,,
,Chidori RSC,FALL,Comedy,Slice of Life,Sports,Seinen,Studio 3Hz,,,,,,,,,,,,,
,"Science Fell in Love, So I Tried to Prove It",WINTER,Comedy,Romance,,Shounen,Zero-G,,,,,,,,,,,,,
,Ground Defense Force Mao-chan,SUMMER,Comedy,Magical Girl,Sci-Fi,Shounen,Xebec,,,,,,,,,,,,,
,Ristorante Paradiso,SPRING,Drama,Romance,Slice of Life,Josei,David Production,,,,,,,,,,,,,
,Robotics;Notes,FALL,Drama,Mecha,Sci-Fi,Seinen,Production I.G,,,,,,,,,,,,,
,Rokka -Braves of the Six Flowers-,SUMMER,Action,Adventure,Fantasy,Seinen,Passione,,,,,,,,,,,,,
,Akashic Records of Bastard Magic Instructor,SPRING,Action,Comedy,Fantasy,Seinen,LIDENFILMS,,,,,,,,,,,,,
,Rokudo's Bad Girls,SPRING,Action,Comedy,Drama,Shounen,Satelight,,,,,,,,,,,,,
,Invaders of the Rokujoma!?,SUMMER,Comedy,Romance,Supernatural,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Romeo x Juliet,SPRING,Drama,Fantasy,Romance,Shounen,GONZO,,,,,,,,,,,,,
,"Saving 80,000 Gold in Another World for My Retirement",WINTER,Comedy,Fantasy,Slice of Life,Seinen,Felix Film,,,,,,,,,,,,,
,Rozen Maiden,FALL,Action,Comedy,Drama,Seinen,Nomad,,,,,,,,,,,,,
,RPG Real Estate,SPRING,Comedy,Fantasy,Slice of Life,Seinen,Doga Kobo,,,,,,,,,,,,,
,Smile Down the Runway,WINTER,Drama,Slice of Life,,Shounen,Ezo’la,,,,,,,,,,,,,
,Rurouni Kenshin,WINTER,Action,Adventure,Comedy,Shounen,Studio Gallop,,,,,,,,,,,,,
,Nanana's Buried Treasure,SPRING,Comedy,Mystery,Supernatural,Seinen,A-1 Pictures,,,,,,,,,,,,,
,The Ryuo's Work is Never Done!,WINTER,Comedy,Slice of Life,,Seinen,project No.9,,,,,,,,,,,,,
,s-CRY-ed,SUMMER,Action,Adventure,Sci-Fi,Shounen,Sunrise,,,,,,,,,,,,,
,Sabagebu! - Survival Game Club!,SUMMER,Action,Comedy,Sports,Shoujo,Studio Signpost,,,,,,,,,,,,,
,Saber Marionette J,FALL,Action,Adventure,Comedy,Seinen,Studio Junio,,,,,,,,,,,,,
,Sabikui Bisco,WINTER,Action,Adventure,Fantasy,Seinen,OZ,,,,,,,,,,,,,
,Sabu & Ichi's Arrest Warrant,FALL,Action,Adventure,Drama,Seinen,Toei Animation,,,,,,,,,,,,,
,Saekano: How to Raise a Boring Girlfriend,WINTER,Comedy,Romance,Slice of Life,Seinen,A-1 Pictures,,,,,,,,,,,,,
,The Faraway Paladin,FALL,Action,Adventure,Fantasy,Seinen,Children's Playground Entertainment,,,,,,,,,,,,,
,The Maid I Hired Recently is Mysterious,SUMMER,Comedy,Romance,Slice of Life,Shounen,BLADE,,,,,,,,,,,,,
,Saint Seiya: Knights of the Zodiac,FALL,Action,Adventure,Fantasy,Shounen,Toei Animation,,,,,,,,,,,,,
,"She, The Ultimate Weapon",SUMMER,Drama,Romance,Sci-Fi,Seinen,GONZO,,,,,,,,,,,,,
,The Story of Saiunkoku,SPRING,Adventure,Comedy,Drama,Shoujo,MADHOUSE,,,,,,,,,,,,,
,Kids on the Slope,SPRING,Drama,Music,Romance,Josei,Tezuka Productions,,,,,,,,,,,,,
,Haven't You Heard? I'm Sakamoto,SPRING,Comedy,Slice of Life,,Seinen,Studio DEEN,,,,,,,,,,,,,
,Saki,SPRING,Slice of Life,Sports,,Seinen,GONZO,,,,,,,,,,,,,
,Cromartie High School,FALL,Comedy,Parody,School,Shounen,Production I.G,,,,,,,,,,,,,
,Sakigake!! Otokojuku,WINTER,Action,Comedy,,Shounen,Toei Animation,,,,,,,,,,,,,
,Sakura Quest,SPRING,Comedy,Slice of Life,Drama,Seinen,P.A.WORKS,,,,,,,,,,,,,
,Sakura Wars,SPRING,Action,Adventure,Drama,Seinen,MADHOUSE,,,,,,,,,,,,,
,Sakura Trick,WINTER,Comedy,Romance,Slice of Life,Seinen,Studio DEEN,,,,,,,,,,,,,
,Samurai 7,SUMMER,Action,Mecha,Sci-Fi,Seinen,GONZO,,,,,,,,,,,,,
,Samurai Champloo,SPRING,Action,Adventure,Comedy,Seinen,Manglobe,,,,,,,,,,,,,
,Samurai Deeper Kyo,SUMMER,Action,Adventure,Comedy,Shounen,Studio DEEN,,,,,,,,,,,,,
,The Night Beyond the Tricornered Window,FALL,Drama,Mystery,Supernatural,Seinen,Zero-G,,,,,,,,,,,,,
,"Three Leaves, Three Colors",SPRING,Comedy,Slice of Life,School,Seinen,Doga Kobo,,,,,,,,,,,,,
,House of Five Leaves,SPRING,Drama,Mystery,,Seinen,Manglobe,,,,,,,,,,,,,
,Sasaki and Miyano,WINTER,Comedy,Romance,Slice of Life,Shoujo,Studio DEEN,,,,,,,,,,,,,
,Amazing Sarutobi,FALL,Action,Adventure,Comedy,Shounen,Tsuchida Productions,,,,,,,,,,,,,
,Angels of Death,SUMMER,Action,Adventure,Horror,Seinen,J.C.STAFF,,,,,,,,,,,,,
,"Farewell, My Dear Cramer",SPRING,Drama,Sports,,Shounen,LIDENFILMS,,,,,,,,,,,,,
,"Sayonara, Zetsubou-Sensei",SUMMER,Comedy,Parody,,Shounen,Shaft,,,,,,,,,,,,,
,Sazae-san,FALL,Comedy,Slice of Life,,Josei,Eiken,,,,,,,,,,,,,
,School Days,WINTER,Drama,Romance,Psychological,Seinen,Animation Planet,,,,,,,,,,,,,
,School Rumble,FALL,Comedy,Romance,Slice of Life,Shounen,Studio Comet,,,,,,,,,,,,,
,Schwarzes Marken,WINTER,Action,Mecha,Psychological,Seinen,LIDENFILMS,,,,,,,,,,,,,
,Scrapped Princess,SPRING,Adventure,Comedy,Drama,Seinen,bones,,,,,,,,,,,,,
,The Great Cleric,SUMMER,Adventure,Comedy,Fantasy,Seinen,Yokohama Animation Lab,,,,,,,,,,,,,
,The Saint's Magic Power is Omnipotent,SPRING,Fantasy,Romance,Slice of Life,Shoujo,diomedéa,,,,,,,,,,,,,
,Crest of the Stars,WINTER,Action,Romance,Sci-Fi,Seinen,Sunrise,,,,,,,,,,,,,
,Banner of the Stars,SPRING,Action,Romance,Sci-Fi,Seinen,Sunrise,,,,,,,,,,,,,
,The Sacred Blacksmith,FALL,Action,Adventure,Fantasy,Seinen,Manglobe,,,,,,,,,,,,,
,Occult Academy,SUMMER,Comedy,Mystery,Sci-Fi,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Seirei Gensouki: Spirit Chronicles,SUMMER,Action,Drama,Fantasy,Seinen,TMS Entertainment,,,,,,,,,,,,,
,Moribito: Guardian of the Spirit,SPRING,Action,Adventure,Fantasy,Seinen,Production I.G,,,,,,,,,,,,,
,Student Council's Discretion,FALL,Comedy,Harem,School,Seinen,Studio DEEN,,,,,,,,,,,,,
,Seitokai Yakuindomo,SUMMER,Comedy,Slice of Life,Slice of Life,Shounen,GoHands,,,,,,,,,,,,,
,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,FALL,Action,Adventure,Drama,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Sengoku Basara: Samurai Kings,SPRING,Action,Drama,Fantasy,Seinen,Production I.G,,,,,,,,,,,,,
,Symphogear,WINTER,Action,Drama,Magical Girl,Seinen,Satelight,,,,,,,,,,,,,
,My Senpai is Annoying,FALL,Comedy,Romance,Slice of Life,Josei,Doga Kobo,,,,,,,,,,,,,
,Senryu Girl,SPRING,Comedy,Romance,Slice of Life,Shounen,CONNECT,,,,,,,,,,,,,
,Combatants Will Be Dispatched!,SPRING,Action,Adventure,Comedy,Shounen,J.C.STAFF,,,,,,,,,,,,,
,Senyuu,WINTER,Action,Adventure,Comedy,Shounen,Ordet,,,,,,,,,,,,,
,SERVAMP,SUMMER,Action,Supernatural,,Shoujo,Brain's Base,,,,,,,,,,,,,
,Servant x Service,SUMMER,Comedy,Romance,Slice of Life,Seinen,A-1 Pictures,,,,,,,,,,,,,
,My Bride is a Mermaid,SPRING,Comedy,Romance,Parody,Shounen,GONZO,,,,,,,,,,,,,
,The Helpful Fox Senko-san,SPRING,Comedy,Fantasy,Slice of Life,Seinen,Doga Kobo,,,,,,,,,,,,,
,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,WINTER,Comedy,Parody,School,Shounen,Magic Bus,,,,,,,,,,,,,
,Miss Shachiku and the Little Baby Ghost,SPRING,Comedy,Slice of Life,Supernatural,Shounen,project No.9,,,,,,,,,,,,,
,SHADOWS HOUSE,SPRING,Fantasy,Horror,Mystery,Seinen,CloverWorks,,,,,,,,,,,,,
,Shakugan no Shana,FALL,Action,Comedy,Drama,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Burning Kabaddi,SPRING,Action,Drama,Sports,Shounen,TMS Entertainment,,,,,,,,,,,,,
,Golden Time,FALL,Sports,School,,Shounen,Kinema Citrus,,,,,,,,,,,,,
,Shiki,SUMMER,Action,Adventure,Comedy,Shounen,Xebec,,,,,,,,,,,,,
,Shangri-la,SPRING,Action,Drama,Sci-Fi,Seinen,GONZO,,,,,,,,,,,,,
,Nana: Seven of Seven,WINTER,Adventure,Comedy,Romance,Shounen,A.C.G.T.,,,,,,,,,,,,,
,Your lie in April,FALL,Drama,Music,Romance,Shounen,A-1 Pictures,,,,,,,,,,,,,
,Shigurui: Death Frenzy,SUMMER,Action,Drama,Psychological,Seinen,MADHOUSE,,,,,,,,,,,,,
,Kenichi: The Mightiest Disciple,FALL,Action,Comedy,Martial Arts,Shounen,TMS Entertainment,,,,,,,,,,,,,
,Shiki,SUMMER,Horror,Mystery,Supernatural,Seinen,Daume,,,,,,,,,,,,,
,Shin Megami Tensei Devil Children,FALL,Action,Adventure,Fantasy,Shounen,TMS Entertainment,,,,,,,,,,,,,
,"Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside",FALL,Action,Adventure,Fantasy,Shounen,WolfsBane,,,,,,,,,,,,,
,Queen Millennia,SPRING,Drama,Mystery,Sci-Fi,Seinen,Toei Animation,,,,,,,,,,,,,
,Attack on Titan,SPRING,Action,Drama,Fantasy,Shounen,WIT STUDIO,,,,,,,,,,,,,
,Lunar Legend Tsukihime,FALL,Action,Horror,Mystery,Seinen,J.C.STAFF,,,,,,,,,,,,,
,The Duke of Death and His Maid,SUMMER,Comedy,Drama,Romance,Shounen,J.C.STAFF,,,,,,,,,,,,,
,"Momo, the Girl God of Death",SPRING,Drama,Fantasy,Psychological,Shoujo,Group TAC,,,,,,,,,,,,,
,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",FALL,Adventure,Comedy,Fantasy,Seinen,Hotline,,,,,,,,,,,,,
,Psychic Detective Yakumo,FALL,Horror,Mystery,Romance,Shoujo,Bee Train,,,,,,,,,,,,,
,Squid Girl,FALL,Comedy,Slice of Life,,Shounen,diomedéa,,,,,,,,,,,,,
,From the New World,FALL,Drama,Horror,Mystery,Seinen,A-1 Pictures,,,,,,,,,,,,,
,The Executioner and Her Way of Life,SPRING,Action,Adventure,Drama,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Revolutionary Girl Utena,SPRING,Drama,Fantasy,Mystery,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Girls' Last Tour,FALL,Adventure,Sci-Fi,Slice of Life,Seinen,WHITE FOX,,,,,,,,,,,,,
,Altair: A Record of Battles,SUMMER,Adventure,Drama,Fantasy,Shounen,MAPPA,,,,,,,,,,,,,
,Shonen Maid,SPRING,Comedy,Slice of Life,,Shoujo,8-bit,,,,,,,,,,,,,
,Shonen Onmyoji,FALL,Action,Fantasy,Supernatural,Shounen,Studio DEEN,,,,,,,,,,,,,
,Showa Genroku Rakugo Shinju,WINTER,Drama,Historical,,Josei,Studio DEEN,,,,,,,,,,,,,
,Shugo Chara!,FALL,Comedy,Magical Girl,Romance,Shoujo,Satelight,,,,,,,,,,,,,
,WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,SPRING,Drama,Fantasy,Mystery,Seinen,Satelight,,,,,,,,,,,,,
,Knights of Sidonia,SPRING,Action,Fantasy,Mecha,Seinen,POLYGON PICTURES,,,,,,,,,,,,,
,Simoun,SPRING,Drama,Fantasy,Romance,Seinen,Studio DEEN,,,,,,,,,,,,,
,SKET Dance,SPRING,Comedy,Drama,Slice of Life,Shounen,Tatsunoko Production,,,,,,,,,,,,,
,Skip Beat!,FALL,Comedy,Drama,Romance,Shoujo,Hal Film Maker,,,,,,,,,,,,,
,Skip and Loafer,SPRING,Comedy,Romance,Slice of Life,Seinen,P.A.WORKS,,,,,,,,,,,,,
,The Skull Man,SPRING,Action,Mystery,Supernatural,Seinen,bones,,,,,,,,,,,,,
,Slam Dunk,FALL,Comedy,Drama,Slice of Life,Shounen,Toei Animation,,,,,,,,,,,,,
,The Slayers,SPRING,Adventure,Comedy,Fantasy,Seinen,E&G Films,,,,,,,,,,,,,
,The Slayers Evolution-R,WINTER,Adventure,Comedy,Fantasy,Seinen,J.C.STAFF,,,,,,,,,,,,,
,The Slayers Revolution,SUMMER,Adventure,Comedy,Fantasy,Seinen,J.C.STAFF,,,,,,,,,,,,,
,I've Been Killing Slimes for 300 Years and Maxed Out My Level,SPRING,Adventure,Comedy,Fantasy,Shounen,REVOROOT,,,,,,,,,,,,,
,Slow Loop,WINTER,Slice of Life,Sports,,Seinen,CONNECT,,,,,,,,,,,,,
,Slow Start,WINTER,Comedy,Slice of Life,School,Seinen,CloverWorks,,,,,,,,,,,,,
,Sound of the Sky,WINTER,Music,Sci-Fi,Slice of Life,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Sola,SPRING,Drama,Romance,Slice of Life,Seinen,Nomad,,,,,,,,,,,,,
,Somali and the Forest Spirit,WINTER,Adventure,Drama,Fantasy,Seinen,Satelight,,,,,,,,,,,,,
,At The Mercy of The Sky,SUMMER,Comedy,Romance,Slice of Life,Seinen,Studio Comet,,,,,,,,,,,,,
,A Place Further Than the Universe,WINTER,Adventure,Comedy,Drama,Seinen,MADHOUSE,,,,,,,,,,,,,
,When Will Ayumu Make His Move?,SUMMER,Comedy,Romance,Slice of Life,Shounen,SILVER LINK.,,,,,,,,,,,,,
,And Yet The Town Moves,FALL,Comedy,Slice of Life,,Seinen,Shaft,,,,,,,,,,,,,
,The World is Still Beautiful,SPRING,Adventure,Fantasy,Romance,Shoujo,Studio Pierrot,,,,,,,,,,,,,
,Soul Eater,SPRING,Action,Adventure,Comedy,Shounen,bones,,,,,,,,,,,,,
,Aquarion,SPRING,Action,Mecha,Romance,Shounen,Satelight,,,,,,,,,,,,,
,Twin Star Exorcists,SPRING,Action,Adventure,Comedy,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Beyond the Heavens,SPRING,Action,Adventure,,Seinen,MADHOUSE,,,,,,,,,,,,,
,Fist of the Blue Sky,FALL,Action,Martial Arts,Historical,Seinen,APPP,,,,,,,,,,,,,
,S.A: Special A,SPRING,Comedy,Drama,Romance,Shoujo,GONZO,,,,,,,,,,,,,
,Spiral: Bond of Reasoning,FALL,Comedy,Drama,Mystery,Shounen,J.C.STAFF,,,,,,,,,,,,,
,Spy Classroom,WINTER,Action,Comedy,Drama,Seinen,feel.,,,,,,,,,,,,,
,SPY x FAMILY,SPRING,Action,Comedy,Slice of Life,Shounen,CloverWorks,,,,,,,,,,,,,
,Steins;Gate,SPRING,Drama,Psychological,Sci-Fi,Seinen,WHITE FOX,,,,,,,,,,,,,
,Magic of Stella,FALL,Comedy,Slice of Life,School,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Stop!! Hibari-kun!,SPRING,Comedy,Slice of Life,,Shounen,Toei Animation,,,,,,,,,,,,,
,Sugar Apple Fairy Tale,WINTER,Adventure,Fantasy,Romance,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Sugar Sugar Rune,SUMMER,Adventure,Comedy,Drama,Shoujo,Studio Pierrot,,,,,,,,,,,,,
,Gargantia on the Verdurous Planet,SPRING,Action,Adventure,Mecha,Seinen,Production I.G,,,,,,,,,,,,,
,The Girl I Like Forgot Her Glasses,SUMMER,Comedy,Romance,School,Shounen,GoHands,,,,,,,,,,,,,
,"Say ""I love you.""",WINTER,Romance,Drama,,Shoujo,ZEXCS,,,,,,,,,,,,,
,Summer Time Rendering,SPRING,Action,Drama,Mystery,Shounen,OLM,,,,,,,,,,,,,
,Sumomomo Momomo: Chijou Saikyou no Yome,FALL,Action,Comedy,Romance,Seinen,Studio Hibari,,,,,,,,,,,,,
,Desert Punk,FALL,Action,Adventure,Comedy,Shounen,GONZO,,,,,,,,,,,,,
,Super Cub,SPRING,Slice of Life,School,,Seinen,Studio KAI,,,,,,,,,,,,,
,SUPER LOVERS,SPRING,Comedy,Drama,Romance,Seinen,Studio DEEN,,,,,,,,,,,,,
,Suzuka,SUMMER,Drama,Romance,Sports,Shounen,Studio Comet,,,,,,,,,,,,,
,The Melancholy of Haruhi Suzumiya,SPRING,Comedy,Mystery,Sci-Fi,Seinen,Kyoto Animation,,,,,,,,,,,,,
,Sweet Valerian,SUMMER,Action,Comedy,Magical Girl,Shoujo,MADHOUSE,,,,,,,,,,,,,
,Sword Art Online,SUMMER,Action,Adventure,Fantasy,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Sword Art Online Alternative: Gun Gale Online,SPRING,Action,Sci-Fi,,Seinen,Studio 3Hz,,,,,,,,,,,,,
,Tactics,FALL,Comedy,Drama,Fantasy,Shoujo,Studio DEEN,,,,,,,,,,,,,
,Taisho Otome Fairy Tale,FALL,Comedy,Drama,Romance,Shounen,SynergySP,,,,,,,,,,,,,
,Tales of the Abyss,FALL,Adventure,Drama,Fantasy,Seinen,Sunrise,,,,,,,,,,,,,
,Tamako Market,WINTER,Comedy,Slice of Life,Romance,Seinen,Kyoto Animation,,,,,,,,,,,,,
,Tanaka-kun is Always Listless,SPRING,Comedy,Slice of Life,School,Shounen,SILVER LINK.,,,,,,,,,,,,,
,Detective School Q,SPRING,Comedy,Drama,Mystery,Shounen,Studio Pierrot,,,,,,,,,,,,,
,The Detective Is Already Dead,SUMMER,Comedy,Drama,Mystery,Seinen,ENGI,,,,,,,,,,,,,
,Tari Tari,SUMMER,Music,Slice of Life,School,Seinen,P.A.WORKS,,,,,,,,,,,,,
,Dusk Maiden of Amnesia,SPRING,Horror,Mystery,Romance,Shounen,SILVER LINK.,,,,,,,,,,,,,
,The Rising of the Shield Hero,WINTER,Action,Adventure,Fantasy,Seinen,Kinema Citrus,,,,,,,,,,,,,
,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,WINTER,Adventure,Comedy,Fantasy,Seinen,LIDENFILMS,,,,,,,,,,,,,
,Tayutama: Kiss on My Deity,SPRING,Romance,Supernatural,,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Teekyuu,FALL,Comedy,Slice of Life,Sports,Shounen,MAPPA,,,,,,,,,,,,,
,Letter Bee: Light and Blue Night Fantasy,FALL,Adventure,Fantasy,Slice of Life,Shounen,Pierrot+,,,,,,,,,,,,,
,Iron Fist Chinmi,SUMMER,Action,Adventure,,Shounen,Ashi Productions,,,,,,,,,,,,,
,Heaven’s Design Team,WINTER,Comedy,Fantasy,Slice of Life,Seinen,Asahi Production,,,,,,,,,,,,,
,Gurren Lagann,SPRING,Action,Comedy,Drama,Shounen,Gainax,,,,,,,,,,,,,
,Tengoku Daimakyo,SPRING,Adventure,Mystery,Sci-Fi,Seinen,Production I.G,,,,,,,,,,,,,
,Vision of Escaflowne,SPRING,Adventure,Fantasy,Mecha,Shoujo,Sunrise,,,,,,,,,,,,,
,Tennis no Ouji-sama,WINTER,Action,Sports,Drama,Shounen,Trans Arts,,,,,,,,,,,,,
,My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,SUMMER,Action,Adventure,Comedy,Shounen,REVOROOT,,,,,,,,,,,,,
,The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far,SPRING,Action,Comedy,Fantasy,Shounen,Magic Bus,,,,,,,,,,,,,
