Name,Max Players,Play Time,Min Age,Rating Average,Complexity Average,Mechanics,no. of mechanics
Aether Captains: Capek Golems,2,20,10,6,14130,Action Queue,9
Aether Captains: Clockwork Cabal,1,20,10,6,12451,Cooperative Game,2
Aether Captains: Pirates and Traders,1,30,10,7,12390,Auction/Bidding,9
Aether Captains: The Search,2,20,10,6,13096,Hand Management,5
Aether Captains: Triad,2,20,8,6,13106,Auction/Bidding,4
Aetherium,2,60,12,8,10833,Action Points,2
Affinity,8,20,8,6,11691,Cooperative Game,2
AFFLICTION: Salem 1692,4,60,12,7,5678, Dice Rolling,2
Afluentes,4,20,12,6,14306,Hand Management,7
Africa,5,60,10,5,4538,Card Drafting,3
Africa 1880,6,120,14,5,14779,Trick-taking,1
Africa Orientale,2,120,12,6,11682,Dice Rolling,2
African Park,4,20,7,5,15140,Hand Management,4
After Pablo,4,120,17,7,4975,Trading,2
After The Empire,4,120,13,8,6429,Dice Rolling,4
After the Flood,3,180,13,6,2392, Roll / Spin and Move,1
After the Holocaust: The Nuclear Devastation of America - Recovery and Reunification,5,180,12,6,9636,Area Movement,3
After The Virus,3,90,10,7,1822, Take That,1
Aftermath,4,120,14,7,1744,Auction/Bidding,3
Afternova,6,60,12,7,6070,Area Movement,7
Aftershock: San Francisco & Venice,5,60,14,6,7588,Roll / Spin and Move,1
Against All Odds,2,180,12,7,9549,Advantage Token,5
Against the Reich,2,1200,12,6,7141,Dice Rolling,3
Agamemnon,2,30,12,6,4874,Area Majority / Influence,1
Agatha Christie: Death on the Cards,6,40,10,6,10730,Traitor Game,2
Age of Assassins,4,30,10,6,11966,Card Drafting,3
Age of Chivalry,2,120,12,6,13213,Dice Rolling,4
Age of Civilization,4,60,10,7,1840,Set Collection,2
Age of Conan: The Strategy Board Game,4,90,12,6,1814,Pattern Building,3
Age of Craft,4,40,10,6,9969,Dice Rolling,3
Age of Dirt: A Game of Uncivilization,5,45,14,6,6232,Auction/Bidding,10
Age of Discovery,4,45,10,6,3604,Set Collection,2
Age of Empires III: The Age of Discovery,5,120,10,7,217, Simultaneous Action Selection,1
Age of Empires: Expandable Card Game,4,360,12,5,15837,Hand Management,6
Age of Exploration,6,180,14,6,9339,Betting and Bluffing,2
Age of Heroes,6,45,6,5,15900,Cooperative Game,2
Age of Industry,5,120,13,7,707,Cooperative Game,5
Age of Muskets Volume I: Tomb for an Empire,6,6000,0,7,9035,Dice Rolling,3
Age of Mythology: The Boardgame,4,120,10,6,3254,Variable Player Powers,1
Age of Napoleon,2,360,12,6,2394, Simultaneous Action Selection,1
Age of Reason,7,150,12,7,7951,Team-Based Game,3
Age of Renaissance,6,300,12,7,1249,Memory,2
Age of Scheme: Routes to Riches,6,60,0,5,13370,Deck Bag and Pool Building,5
Age of Soccer,6,30,8,5,18003,Betting and Bluffing,9
Age of Towers,4,75,14,6,5135,Area Movement,2
Age of War,6,30,14,6,1640,Hand Management,3
Agent Decker,1,90,10,7,4621,Dice Rolling,6
Agents of Mayhem: Pride of Babylon,4,120,13,7,7768,Set Collection,1
Agents of SMERSH,4,90,13,7,1560, Dice Rolling,7
AGES,4,60,14,7,14114,Hidden Roles,6
Aggravation,6,45,6,4,20279,Dice Rolling,5
Agility,2,45,10,7,2958,Dice Rolling,2
Agincourt: The Triumph of Archery over Armor,2,180,12,6,12640, Line of Sight,6
Ahead in the Clouds,2,30,12,6,10341,Party Games,1
Ahoy,5,30,5,5,11171,Set Collection,2
Ahoy Treasures!,4,20,5,6,8647,Family Games,2
Air & Armor,2,120,12,7,5378,Area Majority / Influence,3
Air Alliance,4,80,8,5,16904,Action Points,1
Air Assault on Crete / Invasion of Malta: 1942,2,240,12,6,4847,Area Majority / Influence,2
Air Baron,6,120,10,6,3967,Family Games,2
Air Cav,2,90,12,5,10661,Hexagon Grid,3
Air Charter,4,45,10,5,14978,Dice Rolling,10
Air Empire,4,120,12,5,15689,Campaign / Battle Card Driven,9
Air Force,2,60,12,6,3990,Memory,2
Air King,4,30,8,5,15566, Role Playing,2
Air Show,5,90,14,6,8567,Grid Movement,3
Air Superiority,6,240,12,6,4679, Storytelling,1
Air War: Modern Tactical Air Combat,4,120,12,5,19709,Family Games,2
Airborne Commander,1,30,10,6,4622, Hand Management,3
Airborne in My Pocket,2,15,10,6,5717,Dice Rolling,4
Airborne In Your Pocket,4,15,10,6,10976,Pattern Recognition,1
Airfix Battles: The Introductory Wargame,4,60,10,7,8606,Campaign / Battle Card Driven,2
Airlines,4,60,10,4,19616,Hand Management,5
Airlines Europe,5,75,10,7,421, Variable Player Powers,2
Airlines: United States Set 2,4,45,10,5,18304,Campaign / Battle Card Driven,9
Airport,4,60,10,5,15869,Hidden Movement,6
Airship City,4,120,14,7,4249,Hand Management,4
Airships,4,60,10,6,2237,Dice Rolling,4
AirWar: Pacific!,2,45,10,6,15569,Cooperative Game,8
Airways,4,120,10,5,16454,Action Queue,8
Aladdin's Dragons,5,90,10,6,1150,Hexagon Grid,2
Aladdin's Flying Carpet,2,15,4,5,17827,Player Elimination,2
Alakazoo,4,45,8,7,11957,Campaign / Battle Card Driven,7
Alakazum!: Witches and Traditions,5,40,10,7,11023,Dice Rolling,1
Alan's Adventureland,4,90,14,5,14534,Card Drafting,4
Alarm!,6,20,8,5,15431,Hand Management,5
Alaska,4,60,12,5,9790,Modular Board,3
Albion,4,60,10,6,6971,Deduction,3
Albion 20,2,50,0,7,11974,Hexagon Grid,1
Albion: Land of Faerie,2,120,12,6,7717,Memory,3
Alcatraz,4,30,10,5,16442,Action Points,4
Alcatraz: The Scapegoat,4,60,15,6,3055,Hexagon Grid,2
Alcazar,2,30,12,5,15711,Enclosure,4
Alchemist,5,50,10,6,3471,Hexagon Grid,2
Alchemist Academy,6,30,10,5,18240,Hand Management,3
Alchemistry,4,60,16,7,14616,Induction,4
Alchemists,4,120,13,7,110, Paper-and-Pencil,2
Alchemy!,8,45,13,5,18149,Card Drafting,2
Alea Iacta Est,5,60,9,6,1629,Dice Rolling,4
Alex Colt: Cadete Espacial,10,15,10,6,14812,Cooperative Game,3
Alexander at Tyre,2,240,12,7,11080,Point to Point Movement,3
Alexander the Great,5,75,10,6,6130,Deck Bag and Pool Building,2
Alexander's Campaign,3,60,10,6,12716,Dice Rolling,1
Alexandros,2,240,12,6,11056,Set Collection,1
Alfapet,4,60,10,5,16776, Dice Rolling,3
Alfredo's Food Fight,4,15,6,5,15214,Roll / Spin and Move,2
Algeria: The War of Independence 1954-1962,2,150,12,6,11660,Dice Rolling,4
Alhambra,6,60,8,7,468,Dice Rolling,3
Alhambra: The Card Game,6,45,10,6,3342,Action Points,8
Alhambra: The Dice Game,6,60,8,6,3793,Paper-and-Pencil,3
Ali Baba,4,30,5,5,19349,Memory,5
Alias,12,60,7,5,7142, Variable Player Powers,1
Alibi,10,45,10,5,19052,Hand Management,4
Alibi Saknas: Herrgårdsmordet,6,45,8,6,14053,Pattern Building,3
Alice,4,40,10,6,9149,Hand Management,3
Alice in Wordland,8,25,8,6,10635,Acting,6
Alice's Garden,4,45,8,7,5945,Flicking,3
Alicematic Heroes,5,80,12,7,5476, Hand Management,3
Alien,4,30,7,5,16237,Dice Rolling,1
Alien 51: El ascensor,4,20,10,7,9432,Dice Rolling,3
Alien Artifacts,5,60,10,6,1750,Action Points,7
Alien Autopsy,4,30,8,4,19161,Hidden Roles,6
Alien City,2,40,8,7,7701,Area Majority / Influence,4
Alien Contact: Extraterrestrial Empires in Conflict,6,240,12,6,14917,Campaign / Battle Card Driven,5
Alien Entity,5,10,13,6,17455,Cooperative Game,2
Alien Frontiers,4,90,13,7,234,Card Drafting,3
Alien Hotshots,4,20,8,4,19862,Betting and Bluffing,4
Alien Invasion,4,20,6,5,18343,Roll / Spin and Move,1
Alien Menace,2,30,12,6,9630, Single Loser Game,2
Alien Space Battle Manual,8,90,12,7,12896,Area Movement,6
Alien Uprising,5,90,14,6,7294,Card Drafting,5
Alien vs Predator: The Hunt Begins,3,120,12,6,3948, Dice Rolling,5
Alien Wars,6,10,6,5,14161,Abstract Games,1
Alien: USCSS Nostromo,7,40,14,1,20288,Children's Games,1
Alienation,4,30,8,7,6328,Action Points,4
Aliens,9,90,10,7,2469,Critical Hits and Failures,11
Aliens Predator,3,45,12,6,10410, Communication Limits,3
Aliens vs. Zombies,2,45,10,5,16132,Action Points,5
Aliens: Another Glorious Day in the Corps,6,120,14,7,3071,Memory,3
Aliens: Bug Hunt,4,60,17,7,5867,Cooperative Game,3
Aliens: Hadley's Hope,6,90,14,6,10691,Card Drafting,6
Aliens: This Time It's War,2,45,18,7,4524,Pattern Building,2
Aljubarrota,6,70,7,6,13679,Simultaneous Action Selection,2
Aljubarrota: The Royal Battle,2,15,6,6,15521,Hand Management,5
Alkemia,6,90,14,7,15432,Action Points,1
Alkemy,2,60,0,7,10766,Hand Management,4
All Hands on Deck!,6,30,13,6,14752,Auction/Bidding,1
All is lost save Honour,2,180,12,7,7391,Grid Movement,3
All Manor of Evil,5,45,14,6,7371,Cooperative Game,1
All Queens Chess,2,10,5,6,12325,Hand Management,4
All Quiet on the Western Front,2,360,12,7,9325,Set Collection,3
All The King's Men,2,30,8,5,12974, Hand Management,1
All Things Zombie,2,120,12,7,9237,Dice Rolling,4
All Things Zombie: Better Dead Than Zed!,8,45,12,7,8725,Commodity Speculation,7
All Things Zombie: Reloaded,6,240,12,6,10450,Action Timer,7
All Things Zombie: The Boardgame,6,40,12,6,5283,Area Movement,8
All Time Championship Soccer,32,15,8,7,12051,Area Majority / Influence,6
All Wound Up,4,60,8,4,20095,Role Playing,3
All-Pro Football,2,60,0,5,16445,Action Points,8
Allegiance: A Realm Divided,4,60,10,8,3385,Action Points,5
Allegiance: War of Factions,6,60,12,6,13993,Card Drafting,2
Allegra,6,40,8,6,13596,Card Drafting,7
Alles Futsch,5,45,12,5,17581,Auction/Bidding,3
Alles Käse!,6,15,6,5,14774,Auction/Bidding,9
Alles Tomate!,8,20,6,5,7602, Set Collection,1
Alley Thieves,4,10,12,5,16268,Dice Rolling,6
Alliances,4,45,10,4,19509,Cooperative Game,10
Allies: Realm of Wonder,2,30,8,6,12288,Campaign / Battle Card Driven,1
Almanac: The Dragon Road,4,90,12,7,6676,Auction/Bidding,3
Almeida et Bussaco 1810,2,240,0,7,7052, Hand Management,2
Aloha,5,45,10,5,17721,Variable Player Powers,2
Aloha Pioha,4,30,8,6,7658,Simulation,2
Alpaca Pakapaka,6,15,6,6,14071,Set Collection,3
Alpen Express,4,20,5,6,13430,Dice Rolling,3
Alpen Roulette,10,5,5,5,18404,Area Movement,1
Alpenzian,5,60,6,7,10517,Area Majority / Influence,1
Alpha Bandits,4,30,8,6,15125,Take That,1
Alpha Blitz,6,30,10,4,19134,Simultaneous Action Selection,3
Alpha Omega,3,120,12,5,18978, Solo / Solitaire Game,2
Alpha Playing Cards,6,30,10,6,12625,Auction/Bidding,4
Alsace 1945,3,120,12,5,15285,Grid Movement,2
Altamira,5,75,12,5,17871, Hand Management,4
Altar Quest,4,90,14,8,1752,Modular Board,3
Altaria: Clash of Dimensions,2,45,12,4,18937,Communication Limits,6
Alternatywy 4,6,90,12,4,18941,Worker Placement,2
Altiplano,5,120,12,7,288, Team-Based Game,3
Altitude,4,25,6,6,13111,Hand Management,4
Alubari: A Nice Cup of Tea,5,120,10,7,2156, Pattern Building,3
Am Fuß des Kilimandscharo,4,45,7,5,15070,Area-Impulse,3
Amalfi,4,180,12,6,12832,Action Points,9
Amasser Dragons,6,180,13,7,17239,Dice Rolling,3
Amateurs to Arms!,2,150,12,7,4347,Area Movement,2
Amazing Space Venture,4,60,12,5,15942,Dice Rolling,6
Amazones,5,30,10,5,18109,Cooperative Game,11
Amazons,2,30,12,7,4151,Auction/Bidding,4
Ambagibus,1,15,0,6,12233,Contracts,5
Ambar,4,45,10,6,9075,Action Points,1
Amber,6,30,10,5,19863,Hexagon Grid,2
Amber Route,4,60,8,5,14568,Line Drawing,1
Ambrosia,4,50,8,6,10825,Action Points,6
Ambush Alley! A Game of Modern Urban Combat,2,60,0,7,8847,Action Queue,4
Ambush!,1,240,12,7,898, Player Elimination,2
Ambyria: Shroud of the Shadow Demon,4,50,11,6,11305,Modular Board,4
America,6,45,13,6,3124,Area Movement,5
America in Flames,6,360,12,6,9508,Modular Board,3
America Triumphant: The Battle of the Bulge,2,90,12,5,17206,Acting,4
America's Cup,6,60,13,5,15508,Hand Management,2
American Book Shop,5,50,8,7,9412,Trick-taking,4
American Carrom,4,60,8,6,8600,Dice Rolling,2
American Civil War 1861-1865,2,720,12,6,12583, Tile Placement,4
American Mah Jongg,5,45,12,7,8281,Set Collection,1
American Megafauna,4,360,9,6,4168,Betting and Bluffing,2
American Rails,5,90,14,7,1563, Dice Rolling,4
Amerigo,4,30,10,5,12297,Family Games,1
Amerika,3,120,12,7,14048,Rondel,3
Amerika Bomber: Evil Queen of the Skies,1,480,18,7,8833,Area Movement,4
Ameritocracy,4,60,12,7,11945,Hand Management,6
Amis Cube,4,40,7,6,13445,Memory,3
Amnesia,6,30,14,5,15554,Role Playing,3
Among Nobles,5,120,14,6,3564, Set Collection,2
Among the Stars,4,30,12,7,608, Team-Based Game,1
Among the Stars: Revival,6,30,12,7,3003, Take That,1
Among Thieves,8,45,14,6,12130,Action Points,4
Among Us,8,90,10,5,17904,Dice Rolling,6
Amos Daragon,4,30,9,4,18412,Hand Management,4
Amphipolis,4,30,10,6,10001,Hand Management,3
Amul,8,45,10,6,2930,Children's Games,1
Amun-Re,5,90,12,7,369,Dice Rolling,5
Amun-Re: The Card Game,5,45,14,6,4473, Dice Rolling,3
AmuseAmaze,6,40,0,5,13396,Children's Games,2
An Attrition of Souls,2,90,14,7,9846,Hidden Roles,5
An Enchanting Evening,2,60,18,5,17187,Acting,3
An Infamous Traffic,5,90,14,7,2462,Area Majority / Influence,2
Anachronism,4,5,12,6,6236,Card Drafting,4
Anachrony,4,120,15,8,46,Memory,3
Anagram: The Ingenious Game of Juggling Words,8,20,0,6,14839,Enclosure,4
Anagrams,6,45,8,6,10436,Auction/Bidding,6
Anansi,5,35,10,7,11588,Predictive Bid,4
Anansi and the Box of Stories,8,40,0,6,12493,Card Drafting,2
Anasazi,4,30,10,4,20129,Auction/Bidding,3
Anathema,4,30,8,5,17289,Dice Rolling,3
Anatomy Fluxx,6,30,8,6,12123,Acting,5
Ancestree,6,20,8,6,5895,Card Drafting,2
Anchors Aweigh!,4,30,7,6,8597,Pattern Recognition,1
Ancient Artifacts,4,45,8,6,13081,Dice Rolling,2
Ancient Battles Deluxe: From Guts to Gunpowder,2,60,0,7,6422,Dice Rolling,10
Ancient Civilizations of the Inner Sea,6,300,14,6,4251,Pattern Recognition,3
Ancient Conquest,4,300,12,6,11944,Area Majority / Influence,5
Ancient Terrible Things,4,60,14,6,1844,Enclosure,2
Ancients,2,60,12,6,6479,Dice Rolling,2
Ancients I,2,90,12,6,9120,Betting and Bluffing,3
Ancients II,2,90,12,6,10340,Dice Rolling,4
Ancients: Thapsos & Alexandria,2,45,12,5,15633,Set Collection,3
And They're Off!,22,90,10,5,15804,Area Majority / Influence,12
Andean Abyss,4,360,12,7,955,Pattern Building,2
Andor: The Family Fantasy Game,4,45,7,7,5694,Area Movement,2
Andoria Battlefields,4,60,10,7,13689,Area Majority / Influence,2
Android,5,180,13,6,1305, Hand Management,2
Android: Infiltration,6,45,14,6,1697,Card Drafting,3
Android: Mainframe,4,30,12,6,2164, Take That,1
Android: Netrunner,2,45,14,7,54, Grid Movement,1
Andromeda,5,60,10,6,2999,Wargames,1
Anera's Arena,12,30,8,4,19060,Card Drafting,7
Angkor,4,30,8,5,11142, Hand Management,6
Angola,4,480,0,8,2200, Set Collection,1
Angola: Cold War Struggle in Africa,2,360,0,7,11667,Dice Rolling,7
Angry Birds: Card Game,5,10,5,4,20196, Trick-taking,1
Angry Birds: On Thin Ice,4,25,5,4,19614,Action Queue,2
Angry Birds: Space,4,25,5,3,19942,Roll / Spin and Move,3
Angry Sheep,4,20,12,4,19488,Deck Bag and Pool Building,4
Angus: Batalhas Medievais,5,90,9,6,10348,Set Collection,3
Ani-Mayhem,4,45,10,5,19171,Area Majority / Influence,5
Anima Tactics,2,60,12,7,5529,Hand Management,4
Anima: Beyond Good and Evil,4,60,0,6,6242,Dice Rolling,3
Anima: Shadow of Omega,5,60,10,5,6893, Tile Placement,2
Anima: Twilight of the Gods,5,60,12,6,7035,Card Drafting,1
Animagicians,6,30,12,7,12384,Hand Management,4
Animal Express,5,20,5,5,16829,Card Drafting,6
Animal Kingdoms,5,45,8,7,4087,Area Majority / Influence,2
Animal Mind,4,30,8,6,10549,Set Collection,3
Animal Olympics,4,10,7,5,14540,Betting and Bluffing,3
Animal Party,6,10,4,5,14707,Dice Rolling,2
Animal Rescue,5,20,8,6,13859,Dice Rolling,3
Animal Suspect,8,20,8,5,16255,Dice Rolling,1
Animal Upon Animal,4,15,4,6,916,Dice Rolling,2
Animal Upon Animal: Balancing Bridge,4,15,5,7,3485,Cooperative Game,3
Animal Upon Animal: Crest Climbers,4,15,4,6,4147,Action Points,3
Animal upon Animal: Memory Stacking,4,15,5,6,14955,Stacking and Balancing,4
Animal Upon Animal: Small and Yet Great!,2,15,5,6,5440,Dice Rolling,1
Animal Upon Animal: The Card Game,4,10,5,4,19191,Stacking and Balancing,2
Animalia,6,15,7,6,4768,Area Majority / Influence,7
Animals Frightening Night!,10,20,8,6,10723,Area Majority / Influence,7
Animals on Board,4,30,8,6,2084,Card Drafting,3
Animator vs Animation,8,30,8,9,16308,Card Drafting,3
Anime Saga,5,120,14,7,13510,Card Drafting,2
Animix,6,10,8,6,10104,Action Points,4
Animocrazy 豬事議會,10,30,10,5,16757,Card Drafting,3
Ankh,5,30,8,6,13428,Hand Management,1
Ankh: Gods of Egypt,5,90,14,7,5412,Dice Rolling,3
Ankh'or,4,30,8,7,2911, Hand Management,5
Annihilator / OneWorld,2,60,10,4,19326,Area Movement,2
Anno 1452,4,90,12,6,9443,Campaign / Battle Card Driven,3
Anno 1503,4,90,10,6,3418,Dice Rolling,8
Anno 1701: Das Brettspiel,4,120,10,6,4744,Betting and Bluffing,7
Anno 1701: Das Kartenspiel,2,60,10,6,6353,Party Games,1
Anno Domini,4,60,10,5,12212, Memory,7
Anno Domini: America,8,30,10,7,10857,Area Movement,3
Anno Domini: Avvenimenti bizzarri,8,30,10,5,15303,Action Points,5
Anno Domini: Deutschland,8,30,10,6,5396,Area Movement,3
Anno Domini: Erfindungen,8,30,10,6,3476,Hand Management,1
Anno Domini: Europa,8,30,10,6,8422,Hexagon Grid,2
Anno Domini: Frauen,8,30,10,6,7521,Area Majority / Influence,6
Anno Domini: Fussball,8,30,10,6,11885,Hand Management,3
Anno Domini: Gesundheit und Ernährung,8,30,10,6,9703,Card Drafting,3
Anno Domini: Im Namen des Gesetzes,8,30,10,6,7804,Action Points,6
Anno Domini: Im Osten,8,30,10,7,11744,Family Games,2
Anno Domini: Kirche & Staat,8,30,10,6,6902,Hand Management,2
Anno Domini: Kunst,8,30,10,6,9000,Dice Rolling,2
Anno Domini: Lifestyle,8,30,10,6,5832,Action Points,8
Anno Domini: Münzen,8,30,10,6,12770,Card Drafting,2
Anno Domini: Natur,8,30,10,6,5653,Hexagon Grid,2
Anno Domini: Penne e Pennelli,8,30,10,6,14146, Roll / Spin and Move,1
Anno Domini: Schweiz,8,30,10,6,12072,Card Drafting,7
Anno Domini: Seefahrer & Flieger,8,45,10,7,10413,Card Drafting,4
Anno Domini: Sex & Crime,8,30,10,6,4273,Hand Management,3
Anno Domini: Showbizz,8,30,10,6,10078,Dice Rolling,3
Anno Domini: Spiel des Jahres,8,30,10,6,8221,Betting and Bluffing,5
Anno Domini: Sport,8,30,10,6,7930,Deck Bag and Pool Building,2
Anno Domini: VIP,8,30,10,7,8238,Hand Management,5
Anno Domini: Wissenschaft & Forschung,8,30,10,6,8243,Campaign / Battle Card Driven,6
Anno Domini: Wort Schrift Buch,8,30,10,6,8917,Card Drafting,4
Anomaly,4,60,14,7,7991,Area Movement,10
Anomia,6,30,10,6,1757,Memory,2
Anomia X,6,60,17,6,8279,Pattern Recognition,3
another damn Civilization game,4,40,10,5,14620,Customizable Games,1
Antarctica,4,120,8,4,18367,Dice Rolling,5
Antartik,5,15,5,5,15068,Card Drafting,4
Anthelion: Conclave of Power,2,20,10,7,10939,Area Movement,1
Anti-Monopoly,6,120,8,3,20315,Area-Impulse,1
Anti-Monopoly II,6,120,8,3,20207,Card Drafting,4
Anticipation,4,30,8,5,14997,Dice Rolling,3
Antics!,4,60,10,6,3077,Hand Management,2
Antietam 1862,2,300,13,7,8300,Hand Management,4
Antietam: Burnished Rows of Steel,2,240,12,6,8970,Card Drafting,2
Antigua,4,35,9,5,13672,Card Drafting,4
Antike,6,120,12,7,775,Dice Rolling,4
Antike II,6,120,13,7,1230, Memory,2
Antimatter Matters,6,45,11,4,19276,Cooperative Game,7
Antinomy,2,30,8,7,6048,Hand Management,2
Antiques Roadshow: The Game,4,60,10,4,19554,Auction/Bidding,3
Antiquity,4,180,14,7,243, Area Movement,4
Antiquity Quest,8,90,10,6,9115,Hand Management,1
Antler Island,4,45,10,6,5438, Push Your Luck,1
Ants in the Pants,4,10,4,4,20231,Dice Rolling,3
Ants!,6,60,8,6,9389,Card Drafting,7
antyszczepionkowcy.biz,4,45,13,6,13955,Action Points,5
Anubixx,5,20,8,6,7642,Secret Unit Deployment,2
Anvil-Dragoon: Southwall 1944,2,120,12,5,17698,Dice Rolling,2
Anybody's Guess,12,45,16,5,13671,Dice Rolling,9
Anzio Beachhead,2,60,12,5,13761,Hexagon Grid,2
Apache,5,20,8,4,19443,Action Points,6
Apache: A Game of the Old West,6,120,12,5,18270,Commodity Speculation,4
APBA American Saddle Racing,20,30,0,6,12824,Simulation,4
APBA Pro Baseball,2,30,10,7,5034,Cooperative Game,4
APBA Pro Football,2,120,10,6,10599,Hand Management,1
APBA Pro Hockey,2,60,12,6,12411,Cooperative Game,6
APBA Professional Golf,4,120,10,6,11269,Hand Management,3
Apex Theropod Deck-Building Game,6,290,14,7,2706,Children's Games,1
Apocalypse au Zoo de Carson City,4,15,12,6,10263,Deck Bag and Pool Building,3
Apocalypse Chaos,4,60,13,6,4604,Chit-Pull System,2
Apocalypse Road,10,90,14,7,6817,Dice Rolling,3
Apocalypse Universe: Galactic Arena,6,30,10,6,16469,Dice Rolling,4
Apocalypse: The Game of Nuclear Devastation,4,240,10,6,9143,Area Majority / Influence,1
ApocalypZe Card Game,4,45,13,5,16463,Dice Rolling,7
Apocrypha Adventure Card Game: Box One - The World,6,60,12,6,4705,Abstract Games,1
Apokalypsis,6,45,13,5,16293,Action Points,1
Apollo: A Game Inspired by NASA Moon Missions,5,60,12,6,7707,Action Points,5
Apotheca,4,30,13,6,2778,Card Drafting,2
Apples to Apples Dice Game,6,30,7,4,19423,Action Points,8
Apples to Apples Junior,10,30,9,5,6728,Grid Movement,5
Apples to Apples Kids,10,30,7,6,6748,Roll / Spin and Move,2
Apples to Apples Mod,6,30,12,5,17856,Hand Management,5
Apples to Apples to Go,8,30,12,5,12251,Physical Removal,4
Apples to Apples: Family,16,15,8,5,17032,Hand Management,4
Appletters,6,10,5,5,18527, Card Drafting,5
Approaching Dawn: The Witching Hour,6,120,12,7,6958,Area Majority / Influence,5
Aqua Brunch,7,20,8,5,14674,Hand Management,1
Aqua Mirabilis,4,120,14,7,7702,Dice Rolling,4
Aquaducts,1,10,8,6,11604,Area Majority / Influence,6
Aquädukt,4,30,8,6,2620,Variable Player Powers,2
Aqualin,2,20,10,7,3615,Set Collection,4
Aquaretto,5,45,10,6,1234,Area Movement,4
Aquarium,4,120,14,7,8870,Push Your Luck,1
Aquarius,5,30,6,6,4119, Hand Management,3
AquaSphere,4,100,12,7,472,Dice Rolling,1
Aquatica,4,60,12,7,1207, Modular Board,2
Aquileia,5,90,12,6,3936,Betting and Bluffing,4
Arabana-Ikibiti,2,20,8,6,11643,Hand Management,4
Arabian Nightmare: The Kuwait War,3,360,12,5,19214,Action Points,3
Arboretum,4,30,8,7,256,Action Points,4
Arboria,4,60,10,6,13534,Pattern Building,5
